15/12/2016 10:11:03;1;
15/12/2016 10:11:05;3;
15/12/2016 10:11:06;2;
15/12/2016 10:11:07;1;
15/12/2016 10:11:08;1;
15/12/2016 10:11:09;3;
15/12/2016 10:11:11;2;
15/12/2016 10:11:12;2;
15/12/2016 10:11:12;2;
15/12/2016 10:11:13;3;
15/12/2016 10:11:31;2;
15/12/2016 10:12:44;3;
15/12/2016 10:16:05;2;
15/12/2016 10:18:15;1;
15/12/2016 10:18:40;1;
15/12/2016 10:21:21;1;
15/12/2016 10:22:50;3;
15/12/2016 10:25:44;2;
15/12/2016 10:26:50;3;
15/12/2016 10:28:42;2;
15/12/2016 10:30:52;1;
15/12/2016 10:32:02;1;
15/12/2016 10:33:14;2;
15/12/2016 10:34:08;1;
15/12/2016 10:34:36;1;
15/12/2016 10:37:58;2;
15/12/2016 10:41:23;2;
15/12/2016 10:41:25;2;
15/12/2016 10:41:27;2;
15/12/2016 10:41:29;2;
15/12/2016 10:41:30;3;
15/12/2016 10:41:32;3;
15/12/2016 10:41:33;3;
15/12/2016 10:41:34;3;
15/12/2016 10:41:53;2;
15/12/2016 10:41:55;3;
15/12/2016 10:41:56;1;
15/12/2016 10:41:57;3;
15/12/2016 10:41:58;3;
15/12/2016 10:41:59;3;
15/12/2016 10:42:00;1;
15/12/2016 11:05:26;1;
15/12/2016 11:05:28;1;
15/12/2016 11:05:29;3;
15/12/2016 11:05:30;2;
15/12/2016 11:05:31;2;
15/12/2016 11:05:32;3;
15/12/2016 11:05:33;1;
15/12/2016 11:06:47;2;
15/12/2016 11:06:49;3;
15/12/2016 11:06:50;1;
15/12/2016 11:07:27;3;
15/12/2016 11:07:33;2;
15/12/2016 11:07:35;1;
15/12/2016 11:07:37;1;
15/12/2016 11:08:10;2;
15/12/2016 11:08:14;1;
15/12/2016 11:08:19;1;
15/12/2016 11:08:24;3;
15/12/2016 11:08:29;3;
15/12/2016 11:08:32;3;
15/12/2016 11:08:34;2;
15/12/2016 11:08:36;1;
15/12/2016 11:12:01;1;
15/12/2016 11:16:54;2;
15/12/2016 11:16:56;2;
15/12/2016 11:16:57;2;
15/12/2016 11:16:58;2;
15/12/2016 11:16:59;2;
15/12/2016 11:17:00;2;
15/12/2016 11:17:00;2;
15/12/2016 11:17:01;2;
15/12/2016 11:17:01;2;
15/12/2016 11:17:02;2;
15/12/2016 11:17:02;2;
15/12/2016 11:17:03;2;
15/12/2016 11:17:04;2;
15/12/2016 11:17:04;2;
15/12/2016 11:17:06;1;
15/12/2016 11:17:32;3;
15/12/2016 11:20:56;1;
15/12/2016 11:21:00;1;
15/12/2016 11:21:03;3;
15/12/2016 11:21:06;3;
15/12/2016 11:21:09;2;
15/12/2016 11:21:11;3;
15/12/2016 11:21:12;3;
15/12/2016 11:21:14;3;
15/12/2016 11:21:15;1;
15/12/2016 11:24:38;2;
15/12/2016 11:24:40;3;
15/12/2016 11:24:41;3;
15/12/2016 11:24:41;3;
15/12/2016 11:24:42;3;
15/12/2016 11:24:43;2;
15/12/2016 11:24:44;1;
15/12/2016 11:25:09;3;
15/12/2016 11:25:11;1;
15/12/2016 11:26:21;3;
15/12/2016 11:26:22;2;
15/12/2016 11:26:23;1;
15/12/2016 11:28:27;1;
15/12/2016 11:29:03;1;
15/12/2016 11:29:05;1;
15/12/2016 11:29:07;1;
15/12/2016 11:29:07;1;
15/12/2016 11:29:08;3;
15/12/2016 11:29:09;3;
15/12/2016 11:29:10;3;
15/12/2016 11:29:10;3;
15/12/2016 11:29:11;2;
15/12/2016 11:29:11;2;
15/12/2016 11:29:12;3;
15/12/2016 11:29:12;3;
15/12/2016 11:29:13;2;
15/12/2016 11:29:13;2;
15/12/2016 11:29:14;1;
15/12/2016 11:29:46;3;
15/12/2016 11:29:49;1;
15/12/2016 11:30:42;2;
15/12/2016 11:30:43;2;
15/12/2016 11:30:44;2;
15/12/2016 11:30:45;3;
15/12/2016 11:30:46;1;
15/12/2016 11:30:53;3;
15/12/2016 11:30:54;2;
15/12/2016 11:30:54;2;
15/12/2016 11:30:55;2;
15/12/2016 11:31:16;2;
15/12/2016 11:31:17;2;
15/12/2016 11:31:18;2;
15/12/2016 11:31:18;2;
15/12/2016 11:31:19;1;
15/12/2016 11:32:18;3;
15/12/2016 11:32:20;2;
15/12/2016 11:32:21;3;
15/12/2016 11:32:22;1;
15/12/2016 11:33:07;1;
15/12/2016 11:37:30;3;
15/12/2016 11:37:32;2;
15/12/2016 11:37:33;2;
15/12/2016 11:37:34;3;
15/12/2016 11:37:36;2;
15/12/2016 11:37:37;2;
15/12/2016 11:37:37;2;
15/12/2016 11:37:38;3;
15/12/2016 11:37:39;1;
15/12/2016 11:38:10;3;
15/12/2016 11:38:10;3;
15/12/2016 11:38:11;2;
15/12/2016 11:38:12;2;
15/12/2016 11:38:12;2;
15/12/2016 11:38:13;2;
15/12/2016 11:38:14;1;
15/12/2016 11:40:35;3;
15/12/2016 11:40:38;2;
15/12/2016 11:40:39;2;
15/12/2016 11:40:39;2;
15/12/2016 11:40:40;3;
15/12/2016 11:40:41;1;
15/12/2016 11:41:10;2;
15/12/2016 11:41:23;3;
15/12/2016 11:41:25;2;
15/12/2016 11:41:31;3;
15/12/2016 11:41:33;2;
15/12/2016 11:43:15;1;
15/12/2016 11:43:17;1;
15/12/2016 11:43:18;1;
15/12/2016 11:43:20;3;
